image_id,caption
322,"A colorful poster advertising Crémant d'Alsace sparkling wine, emphasizing its origin from Alsace, France."
323,"A view between two modern buildings, with a river and construction crane in the background under a cloudy sky."
324,"The image shows a building with a prominent ""SUNSHINE"" sign and a large colorful digital billboard featuring animated characters."
325,"The image shows a sign for ""Pontiac Discount Center,"" likely advertising discounted vehicles. The sign appears worn and weathered."
326,"A book titled ""The Hotel on the Roof of the World,"" discussing Tibet, authored by Alec Le Sueur."
327,"A green wine bottle labeled ""Grüner Veltliner 2009"" lies on a wooden surface, showcasing its vintage and origin."
328,"A gold-colored iPhone 5, featuring a sleek design with a black glass top and engraved Apple logo."
329,"A weathered stop sign displays graffiti, with the word ""STOP"" visible, in front of a building and greenery."
330,"A computer monitor and keyboard are mounted on a display stand, with an empty screen and a connected mouse."
331,"A refrigerator shelf displaying various flavored cans of ""Stars & Stripes"" soda in purple, red, and green."
332,"A raw tuna steak is placed on a cutting board, with a six-pack of Redbridge beer and an olive oil bottle in the background."
333,"A promotional poster for the Kings Dominion 305 featuring a racetrack layout, trophy, and a race car driver in a uniform."
334,A sleek coffee machine featuring a shiny silver finish and a spout for dispensing coffee.
335,"A jar of Ovaltine Malted Milk, showcasing its creamy drink mixture, placed on a wooden patterned surface."
336,"Colorful poster featuring a gradient map of South America against a cosmic background, titled ""SOUNDAMERICA11."" Vibrant circular designs are above the map."
337,"The image features a bottle of Jana natural spring water and a green bottle of 7UP soda, both refreshing drinks."
338,"Three energy drink cans are displayed: Monster, Rockstar, and AMP, each with distinct designs and labels."
339,A green bottle of Cantillon Classic Gueuze next to a glass of light amber drink on a wooden table.
340,"A brick building features multiple windows, a peaked roof, and decorative landscaping outside."
341,"The scoreboard shows the final score: HOME 158, GUEST 74, with 0:00 on the clock and fouls listed."
342,"A government poster urging tenants to conserve fuel during wartime, listing five practical energy-saving tips."
343,"The image features a fireworks packaging with the title ""Brilliant Jewels"" and the brand name ""Astra Fireworks."""
344,A vintage Braun clock radio featuring an analog clock on one side and a speaker on the other.
345,"A partially open cardboard box labeled with ""NISSAN,"" placed on a wooden floor."
346,"A digital watch displaying the time 12:02, featuring a sleek black band and metallic accents."
347,"A vintage wooden television with a curved screen and two knobs, showcasing retro design aesthetics."
348,A green tin can of Myanmar Lager Beer sits beside a clear glass on a table.
349,"A blue Bud Light can is partially buried in snow, indicating a cold environment."
350,"A multi-poster information board displays maps, services, and advertisements in Marburg, with cars parked nearby."
351,A woman in sunglasses interviews a man in a blue racing uniform and cap near a stone wall.
352,"Directional sign indicating Vauxhall, Victoria, and Chelsea, located at Lambeth Bridge, featuring a bike lane symbol."
353,"A cluttered desk with a lamp, various items, and handwritten notes documenting the contents and significance of each item."
354,A coffee cup sits beside two mobile phones displaying various apps on a table. Sugar bowl in the background.
355,"A charming convenience store named ""Browns,"" offering snacks like chocolates and muffins, with inviting signage."
356,"A Qantas airplane is parked at the airport, illuminated at night, with ground crew preparing it for departure."
357,"The image features cooking ingredients: a bottle of distilled spirit rice, soy sauce, and char siu sauce."
358,"The image displays album artwork for ""The Stone Roses"" alongside a song titled ""I Wanna Be Adored"" related to The Clash."
359,"A round dartboard featuring numbered sections and alternating colors, typical for the game of darts."
360,A red and white military training aircraft performs in flight against a gray sky.
361,"A dark beer in a glass with a creamy head, next to a labeled brown bottle of Brun beer."
362,"A traffic sign with a red circular top indicates ""HALT"" at a major road ahead, situated near a brick building."
363,"A black Lexus RX 400h is parked, displaying a personalized license plate that reads ""IMAMAC."""
364,"A baseball player in a gray uniform walks near the dugout, showcasing sports attire and a focused expression."
365,"A person holds a Red Bull energy drink can, wearing a silver watch, in an office setting."
366,"A mobile phone with a leather case rests on a white box labeled ""vaja."" The phone features a full keyboard."
367,"The image displays various no smoking signs, highlighting tobacco restrictions. They feature symbols of cigarettes and text warnings against smoking."
368,"Three young men in sports uniforms stand on a field, holding hockey sticks, with names and numbers visible on their shirts."
369,"A framed watercolor painting depicts a church in a mountainous landscape, surrounded by lush greenery and reflections on water."
370,"A black-and-white image shows a sign on a wooden pole indicating ""MINISTRY OF BIRTHDAYS"" with an arrow pointing upward."
371,"A white van with a company logo, labeled for fire and smoke restoration services, is parked on the street."
372,"A person wears an orange shirt with the text ""Klarmachen zum Ändern!"" and a website link, standing in a crowd."
373,"The image shows a smartwatch displaying an ""Apps"" icon on its screen, set on a wooden surface."
374,"Scoreboard displays the scores: WSVB 1, Guests 1, with 50 minutes elapsed in the match."
375,"A illuminated stop sign stands prominently at night, directing traffic in a well-lit area near a building."
376,"The image features a bottle labeled ""Alabama Sour Grapes Whine,"" with an illustration of a crying child."
377,Brightly lit convenience store aisle with snacks and drinks displayed on shelves. Signage above indicates store branding.
378,"A Sony VAIO laptop sits on a desk, surrounded by various mobile devices, including phones and pocket PCs."
379,"The image features several wine bottles, showcasing labels for ""Muscadet Sèvre et Maine"" and ""Gros Plant du Pays Nantais,"" indicating French wines."
380,"A group performance in a decorated hall, featuring musicians and performers in traditional clothing, with an audience clapping."
381,A MacBook Pro displays software with colorful graphics and various control panels on its screen.
382,"A person holds a Texas Instruments TI-83 Plus calculator, which features numerous buttons for various mathematical functions."
